Month,Trial ID,Drug / therapy,Short description,Company sponsor,Primary completion date,Phases,Study URL,Brief title,Press release check status,Checked against cutoff,Matched title,Matched source,Matched link,Matched publication date,Matched source type
April,NCT05156281,Remibrutinib + Teriflunomide,Combination regimen being studied to treat Relapsing Multiple Sclerosis.,Novartis Pharmaceuticals,2026-04-30,PHASE3,https://clinicaltrials.gov/study/NCT05156281,Efficacy and Safety of Remibrutinib Compared to Teriflunomide in Participants With Relapsing Multiple Sclerosis (RMS),result_news_found_but_not_press_release,yes,New data build case for Roche's oral BTK drug for MS,pharmaphorum,https://pharmaphorum.com/news/new-data-build-case-roches-oral-btk-drug-ms,"Tue, 21 Apr 2026 17:00:00 GMT",media
April,NCT05179226,Ferric Derisomaltose,"Investigational therapy being studied to treat Iron Deficiency, Anaemia in Children.",Pharmacosmos A/S,2026-04-30,PHASE3,https://clinicaltrials.gov/study/NCT05179226,Multi-center Trial of Ferric Derisomaltose in Children 0 to <18 Years of Age With Iron Deficiency Anemia,no_match_found,yes,,,,,
April,NCT05555589,RGN-259,Investigational therapy being studied to treat Neurotrophic Keratopathy.,"ReGenTree, LLC",2026-04-30,PHASE3,https://clinicaltrials.gov/study/NCT05555589,Assessment of the Safety and Efficacy of 0.1% RGN-259 Ophthalmic Solution for the Treatment of NK: SEER-2,no_match_found,yes,,,,,
April,NCT06082635,Crizotinib + TGRX-326,Combination regimen being studied to treat Non Small Cell Lung Cancer.,"Shenzhen TargetRx Co., Ltd.",2026-04-30,PHASE3,https://clinicaltrials.gov/study/NCT06082635,TGRX-326 Chinese Phase III for Advanced Non-small Cell Lung Cancer (NSCLC),no_match_found,yes,Brigatinib Versus Crizotinib in Advanced ALK Inhibitor–Naive ALK-Positive Non–Small Cell Lung Cancer: Second Interim Analysis of the Phase III ALTA-1L Trial,ascopubs.org,https://ascopubs.org/doi/10.1200/JCO.20.00505,"Tue, 14 Apr 2026 00:27:00 GMT",media
April,NCT06640257,SHR-1314 injection,Investigational therapy being studied to treat Psoriatic Arthritis.,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",2026-04-30,PHASE3,https://clinicaltrials.gov/study/NCT06640257,A Study of the Efficacy and Safety of SHR-1314 for Adult Active Psoriatic Arthritis,no_match_found,yes,,,,,
April,NCT06685978,Xiang Ju Ru Pi Ning capsule,Investigational therapy being studied to treat Hyperplasia of Mammary Glands.,"Tasly Pharmaceutical Group Co., Ltd",2026-04-30,PHASE3,https://clinicaltrials.gov/study/NCT06685978,Efficacy and Safety of Xiangjurupining Capsule for Hyperplasia of Mammary Glands,no_match_found,yes,,,,,
April,NCT04906395,Anastrozole Tablets + Exemestane Tablets + Letrozole Tablets (+2 more),Combination regimen being studied to treat Breast Cancer.,Tolmar Inc.,2026-04-30,PHASE3,https://clinicaltrials.gov/study/NCT04906395,Ovarian Suppression Evaluating Subcutaneous Leuprolide Acetate in Breast Cancer,no_match_found,yes,A trial of AZD8931 and anastrozole for hormone receptor positive advanced breast cancer (MINT),Cancer Research UK,https://www.cancerresearchuk.org/about-cancer/find-a-clinical-trial/a-study-azd8931-and-anastrozole-for-hormone-receptor-positive-advanced-breast-cancer-mint?advagg=0,"Mon, 02 Jun 2025 20:37:00 GMT",media
April,NCT06716970,QR12000 150mg + QR12000 75mg + Sacubitril/valsartan 200mg,Combination regimen being studied to treat Essential Hypertension.,"Wuhan Createrna Science and Technology Co., Ltd",2026-04-30,PHASE3,https://clinicaltrials.gov/study/NCT06716970,QR12000 Compound Tablets in Patients with Moderate to Severe Essential Hypertension,no_match_found,yes,,,,,
April,NCT04750226,ABBV-951,Investigational therapy being studied to treat Parkinson's Disease (PD).,AbbVie,2026-04,PHASE3,https://clinicaltrials.gov/study/NCT04750226,Study To Assess Adverse Events and Change in Disease Activity Of 24-hour Continuous Subcutaneous Infusion Of ABBV-951 In Adult Participants With Advanced Parkinson's Disease,no_match_found,yes,,,,,
April,NCT05535946,ABX464,Investigational therapy being studied to treat Ulcerative Colitis.,Abivax S.A.,2026-04,PHASE3,https://clinicaltrials.gov/study/NCT05535946,ABTECT - Maintenance,no_match_found,yes,"ABIVAX Société Anonyme (ABVX) to Present Phase 3 UC Data at UEG Congress, Investor Call Scheduled",MSN,https://www.msn.com/en-us/money/savingandinvesting/abivax-soci%C3%A9t%C3%A9-anonyme-abvx-to-present-phase-3-uc-data-at-ueg-congress-investor-call-scheduled/ar-AA1NBJmU,"Tue, 30 Sep 2025 09:56:00 GMT",media
April,NCT07475546,B12 + GSH + Infinite Supplement (+6 more),"Combination regimen being studied to treat Healthspan Improvement, Aging, and related conditions.",AgelessRx,2026-04,PHASE3,https://clinicaltrials.gov/study/NCT07475546,Combination Gerotherapeutic Interventions for Healthspan Improvement,no_match_found,yes,,,,,
April,NCT07442136,Fluoride Toothpaste + New Toothpaste Containing SnF,Combination regimen being studied to treat Enamel Erosion.,Colgate Palmolive,2026-04,PHASE3,https://clinicaltrials.gov/study/NCT07442136,Clinical Study to Assess the Efficacy of New Toothpaste Containing SnF as Compared to Colgate Cavity Protection Toothpaste on the Reduction of Enamel Erosion,no_match_found,yes,,,,,
April,NCT05882045,Retatrutide,Investigational therapy being studied to treat Obesity and Cardiovascular Diseases.,Eli Lilly and Company,2026-04,PHASE3,https://clinicaltrials.gov/study/NCT05882045,A Study of Retatrutide (LY3437943) in Participants With Obesity and Cardiovascular Disease,result_news_found_but_not_press_release,yes,"Lilly's triple agonist, retatrutide, demonstrated significant reductions in A1C and weight in first Phase 3 trial for treatment of type 2 diabetes",Yahoo Finance,https://finance.yahoo.com/sectors/healthcare/articles/lillys-triple-agonist-retatrutide-demonstrated-104500026.html,"Wed, 18 Mar 2026 17:00:00 GMT",media
April,NCT05929066,Retatrutide,"Investigational therapy being studied to treat Obesity, Overweight, and related conditions.",Eli Lilly and Company,2026-04,PHASE3,https://clinicaltrials.gov/study/NCT05929066,A Study of Retatrutide (LY3437943) in Participants Who Have Obesity or Overweight,result_news_found_but_not_press_release,yes,Lilly’s Retatrutide Displays Positive Topline Results in Successful Phase III Trial,Pharm Exec,https://www.pharmexec.com/view/lilly-retatrutide-positive-topline-results-successful-phase-iii-trial,"Wed, 10 Dec 2025 16:00:00 GMT",media
April,NCT06630299,Antiretroviral Combinations + ISL/LEN,Combination regimen being studied to treat HIV-1 Infection.,Gilead Sciences,2026-04,PHASE3,https://clinicaltrials.gov/study/NCT06630299,Study to Compare an Oral Weekly Islatravir/Lenacapavir Regimen With Standard of Care in Virologically Suppressed People With HIV-1,likely_press_release_found,yes,Gilead’s Investigational Single-Tablet Regimen of Bictegravir and Lenacapavir for HIV Treatment Meets Primary Endpoint in Phase 3 ARTISTRY-2 Trial,Business Wire,https://www.businesswire.com/news/home/20251215879862/en/Gileads-Investigational-Single-Tablet-Regimen-of-Bictegravir-and-Lenacapavir-for-HIV-Treatment-Meets-Primary-Endpoint-in-Phase-3-ARTISTRY-2-Trial,"Mon, 15 Dec 2025 00:30:00 GMT",press_release_wire
April,NCT06603142,AR882 12.5MG + AR882 25MG + Febuxostat 20MG Tablets (+1 more),Combination regimen being studied to treat Primary Gout and Hyperuricemia.,"Guangzhou Ruianbo Pharmaceutical Technology Co., Ltd",2026-04,PHASE2|PHASE3,https://clinicaltrials.gov/study/NCT06603142,Phase II/III Study of AR882 Capsules Compared to Febuxostat Tablets in Patients with Primary Gout and Hyperuricemia,no_match_found,yes,,,,,
April,NCT07036172,HDM1702 + Wegovy ®,Combination regimen being studied to treat Obesity Control.,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",2026-04,PHASE3,https://clinicaltrials.gov/study/NCT07036172,Efficacy and Safety of Semaglutide Injection Vs WEGOVY® in Chinese Obese Patients,no_match_found,yes,,,,,
April,NCT06282315,"Active Surveillance (study visit Day 1, Day 2 and Day 7) + Baseline Effectiveness Cohort + Day 0 Trial Intervention (+5 more)",Combination regimen being studied to treat Soil Transmitted Helminths.,Insud Pharma,2026-04,PHASE3,https://clinicaltrials.gov/study/NCT06282315,Real World Evaluation of an Albendazole-Ivermectin Coformulation Safety and Effectiveness,no_match_found,yes,,,,,
April,NCT04136171,Eplontersen,Investigational therapy being studied to treat Transthyretin Mediated Amyloid Cardiomyopathy (ATTR CM).,"Ionis Pharmaceuticals, Inc.",2026-04,PHASE3,https://clinicaltrials.gov/study/NCT04136171,"CARDIO-TTRansform: A Study to Evaluate the Efficacy and Safety of Eplontersen (Formerly Known as ION-682884, IONIS-TTR-LRx and AKCEA-TTR-LRx) in Participants With Transthyretin-Mediated Amyloid Cardiomyopathy (ATTR CM)",no_match_found,yes,Ionis reports first quarter 2026 financial results and highlights progress on key programs,Morningstar,https://www.morningstar.com/news/business-wire/20260429109051/ionis-reports-first-quarter-2026-financial-results-and-highlights-progress-on-key-programs,"Tue, 28 Apr 2026 21:00:00 GMT",media
April,NCT06643130,C2402 + JW0104+C2402 + JW0104+C2403,Combination regimen being studied to treat Hypertension and Dyslipidemia.,JW Pharmaceutical,2026-04,PHASE3,https://clinicaltrials.gov/study/NCT06643130,Evaluate the Efficacy and Safety of Co-administration of JW0104+C2402 in Patients With Hypertension and Dyslipidemia,no_match_found,yes,,,,,
April,NCT06312189,Valbenazine,"Investigational therapy being studied to treat Chorea, Huntington.",Neurocrine Biosciences,2026-04,PHASE3,https://clinicaltrials.gov/study/NCT06312189,Long-term Study to Evaluate Safety and Tolerability of Valbenazine in Participants With Chorea Associated With Huntington Disease in Canada,no_match_found,yes,,,,,
April,NCT06649214,Olanzapine + Olanzapine-samidorphan；,Combination regimen being studied to treat Schizophrenia.,"Qilu Pharmaceutical Co., Ltd.",2026-04,PHASE3,https://clinicaltrials.gov/study/NCT06649214,A Study of Olanzapine-Samidorphan Tablets in Adults With Schizophrenia,no_match_found,yes,New Long-term Safety Data from the Completed Phase 3 SOLARIS Trial Support the Potential of Olanzapine LAI (TEV-'749) as the First Long-Acting Olanzapine Treatment Option for ...,Medindia,https://www.medindia.net/health-press-release/new-long-term-safety-data-from-the-completed-phase-3-solaris-trial-support-the-potential-of-olanzapine-lai-tev--725419-1.htm,"Sat, 20 Sep 2025 17:00:00 GMT",media
April,NCT07275814,Gadobutrol Injection + HRS-9231 Injection + Magnetic Resonance Imaging (MRI),Imaging agent being studied to help detect or evaluate For Contrast enhanced Magnetic Resonance Imaging (MRI) of Central Nervous System (CNS) Lesions.,"Shanghai Shengdi Pharmaceutical Co., Ltd",2026-04,PHASE3,https://clinicaltrials.gov/study/NCT07275814,A Study of a Gadolinium-Based Contrast Agent (GBCA) for Adults Undergoing Magnetic Resonance Imaging (MRI) for Known or Highly Suspected Central Nervous System (CNS) Lesions,no_match_found,yes,,,,,
April,NCT06199973,"SHR-A1811 + TAS-102, Regorafenib , Fruquintinib",Combination regimen being studied to treat Advanced Colorectal Cancer.,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",2026-04,PHASE3,https://clinicaltrials.gov/study/NCT06199973,"Injection of SHR-A1811 Versus Physician Choiced Treatment in Patients With Advanced Colorectal Cancer Who Had Failed to Respond to Oxaliplatin, 5-fu, and Irinotecan",no_match_found,yes,,,,,
April,NCT07222748,Liposomal Bupivacaine + TLC590,Combination regimen being studied to treat Postoperative Pain.,"TLC Biopharmaceuticals, Inc.",2026-04,PHASE3,https://clinicaltrials.gov/study/NCT07222748,A Study of TLC590 for Postsurgical Pain Following Bunionectomy,no_match_found,yes,,,,,
April,NCT05077904,Staccato alprazolam,Investigational therapy being studied to treat Stereotypical Prolonged Seizures.,UCB Biopharma SRL,2026-04,PHASE3,https://clinicaltrials.gov/study/NCT05077904,A Study to Test the Efficacy and Safety of Staccato Alprazolam in Study Participants 12 Years of Age and Older With Stereotypical Prolonged Seizures,no_match_found,yes,,,,,
April,NCT06812325,VRDN-003,Investigational therapy being studied to treat Thyroid Eye Disease (TED).,"Viridian Therapeutics, Inc.",2026-04,PHASE3,https://clinicaltrials.gov/study/NCT06812325,A Safety and Tolerability Study of VRDN-003 in Participants With Thyroid Eye Disease (TED),result_news_found_but_not_press_release,yes,Viridian Therapeutics: Why Elegrobart Phase 3 Results Fail To Challenge Amgen,Seeking Alpha,https://seekingalpha.com/article/4889242-viridian-therapeutics-why-elegrobart-phase-3-results-fail-to-challenge-amgen,"Wed, 08 Apr 2026 09:32:00 GMT",media
April,NCT06615557,Fasedienol Nasal Spray,Investigational therapy being studied to treat Social Anxiety Disorder (SAD).,"VistaGen Therapeutics, Inc.",2026-04,PHASE3,https://clinicaltrials.gov/study/NCT06615557,Fasedienol Nasal Spray for the Acute Treatment of Anxiety in Adults With Social Anxiety Disorder (PALISADE-4),likely_press_release_found,yes,Vistagen Announces Preliminary Positive Data in Ongoing Open-Label Extension Portion of PALISADE-3 Phase 3 Study of Fasedienol for the Acute Treatment of Social Anxiety Disorder,Business Wire,https://www.businesswire.com/news/home/20260512521110/en/Vistagen-Announces-Preliminary-Positive-Data-in-Ongoing-Open-Label-Extension-Portion-of-PALISADE-3-Phase-3-Study-of-Fasedienol-for-the-Acute-Treatment-of-Social-Anxiety-Disorder,"Tue, 12 May 2026 04:31:00 GMT",press_release_wire
April,NCT07010107,Anaprazole + Rabeprazole placebo + Rabeprazole + Anaprazole placebo,Combination regimen being studied to treat Reflux Esophagitis (RE).,"Xuanzhu Biopharmaceutical Co., Ltd.",2026-04,PHASE3,https://clinicaltrials.gov/study/NCT07010107,A Clinical Trial of Anaprazole for Treating Reflux Esophagitis.,no_match_found,yes,,,,,
April,NCT03905707,glepaglutide,Investigational therapy being studied to treat Short Bowel Syndrome.,Zealand Pharma,2026-04,PHASE3,https://clinicaltrials.gov/study/NCT03905707,Evaluation of Long Term Safety and Efficacy of Glepaglutide in Treatment of SBS,no_match_found,yes,,,,,
April,NCT04881825,Glepaglutide,Investigational therapy being studied to treat Short Bowel Syndrome.,Zealand Pharma,2026-04,PHASE3,https://clinicaltrials.gov/study/NCT04881825,Evaluation of Long Term Safety and Efficacy of Glepaglutide in Treatment of SBS - Extension Trial,no_match_found,yes,,,,,
May,NCT06254014,Exendin-4 Fc fusion protein injection,Investigational therapy being studied to treat Type 2 Diabetes Mellitus.,"Beijing Dongfang Biotech Co., Ltd.",2026-05-01,PHASE3,https://clinicaltrials.gov/study/NCT06254014,A Phase 3 Study to Evaluate the Efficacy of JY09 Compared With Placebo in T2DM Patients,no_match_found,yes,,,,,
May,NCT06077864,survodutide,Investigational therapy being studied to treat Obesity.,Boehringer Ingelheim,2026-05-01,PHASE3,https://clinicaltrials.gov/study/NCT06077864,A Study to Test the Effect of Survodutide (BI 456906) on Cardiovascular Safety in People With Overweight or Obesity (SYNCHRONIZE™ - CVOT),result_news_found_but_not_press_release,yes,Boehringer preps phase 3 for dual-action obesity drug,pharmaphorum,https://pharmaphorum.com/news/boehringer-preps-phase-3-dual-action-obesity-drug,"Sat, 16 May 2026 17:00:00 GMT",media
May,NCT07152639,5 IU TB-PPD + 5 unit（U） EC + 5μg/ml EEC (+1 more),Combination regimen being studied to treat Tuberculosis.,"Chengdu CoenBiotech Co., Ltd",2026-05-01,PHASE3,https://clinicaltrials.gov/study/NCT07152639,Clinical Trial to Evaluate the Efficacy and Safety of EEC for the Diagnosis of Mycobacterium Tuberculosis Infection in People Aged 3 Years and Above,no_match_found,yes,,,,,
May,NCT06397131,NT-501 CNTF Implant,Investigational therapy being studied to treat Macular Telangiectasia Type 2.,Neurotech Pharmaceuticals,2026-05-01,PHASE3,https://clinicaltrials.gov/study/NCT06397131,A Study to Determine the Safety and Efficacy of NT-501 With MHFM,no_match_found,yes,,,,,
May,NCT07135986,MenAC conjugate vaccine + MenACYW conjugate vaccine + MenACYW135 polysaccharide vaccine,Investigational preventive therapy being studied to help protect against Meningococcal Infection and Healthy Volunteers.,Sanofi,2026-05-01,PHASE3,https://clinicaltrials.gov/study/NCT07135986,Immunogenicity and Safety Study of an Investigational Quadrivalent Meningococcal Conjugate Vaccine Administered in Healthy Children and Adolescents in China,no_match_found,yes,,,,,
May,NCT06128447,ZP5-9676 600 mg dose,Investigational therapy being studied to treat Soil Transmitted Helminthiasis (STH).,Zero Point Five Therapeutics,2026-05-01,PHASE3,https://clinicaltrials.gov/study/NCT06128447,"Phase 3, Multi-center, Prospective, Randomized, Double-blind, Placebo- Controlled Study to Evaluate the Effectiveness and Safety of ZP5-9676 for the Treatment of Soil Transmitted Helminthiasis (STH)",no_match_found,yes,,,,,
May,NCT07069309,BNT162b2 (2025/2026 recommended SARS-CoV-2 strain),Investigational preventive therapy being studied to help protect against COVID-19 and SARS-COV-2 Infection.,BioNTech SE,2026-05-05,PHASE3,https://clinicaltrials.gov/study/NCT07069309,"A Study to Learn About COVID-19 RNA-Based Variant-Adapted Vaccine Candidate(s) Against SARS-CoV-2 in Participants Ages 12 Through 64 Years Considered at Higher Risk of Severe COVID-19, and Participants Ages ≥65 Years",no_match_found,yes,,,,,
